Trace1,
Freq,,Amp,,
           600000000,Hz,              -59.83, dBm,
           601333333,Hz,              -58.89, dBm,
           602666666,Hz,              -59.86, dBm,
           603999999,Hz,              -59.68, dBm,
           605333332,Hz,              -58.85, dBm,
           606666665,Hz,              -59.87, dBm,
           607999998,Hz,              -59.45, dBm,
           609333331,Hz,              -59.44, dBm,
           610666664,Hz,              -59.91, dBm,
           611999997,Hz,              -59.86, dBm,
           613333330,Hz,              -59.23, dBm,
           614666663,Hz,              -59.69, dBm,
           615999996,Hz,              -59.81, dBm,
           617333329,Hz,              -60.02, dBm,
           618666662,Hz,              -59.98, dBm,
           619999995,Hz,              -59.53, dBm,
           621333328,Hz,              -59.40, dBm,
           622666661,Hz,              -59.01, dBm,
           623999994,Hz,              -59.73, dBm,
           625333327,Hz,              -59.59, dBm,
           626666660,Hz,              -58.23, dBm,
           627999993,Hz,              -59.56, dBm,
           629333326,Hz,              -59.74, dBm,
           630666659,Hz,              -60.10, dBm,
           631999992,Hz,              -58.70, dBm,
           633333325,Hz,              -59.58, dBm,
           634666658,Hz,              -60.15, dBm,
           635999991,Hz,              -59.87, dBm,
           637333324,Hz,              -59.60, dBm,
           638666657,Hz,              -60.09, dBm,
           639999990,Hz,              -59.69, dBm,
           641333323,Hz,              -59.44, dBm,
           642666656,Hz,              -59.65, dBm,
           643999989,Hz,              -59.57, dBm,
           645333322,Hz,              -60.06, dBm,
           646666655,Hz,              -59.25, dBm,
           647999988,Hz,              -60.16, dBm,
           649333321,Hz,              -60.51, dBm,
           650666654,Hz,              -59.37, dBm,
           651999987,Hz,              -59.80, dBm,
           653333320,Hz,              -59.52, dBm,
           654666653,Hz,              -60.31, dBm,
           655999986,Hz,              -59.63, dBm,
           657333319,Hz,              -59.15, dBm,
           658666652,Hz,              -59.48, dBm,
           659999985,Hz,              -59.09, dBm,
           661333318,Hz,              -59.77, dBm,
           662666651,Hz,              -59.71, dBm,
           663999984,Hz,              -59.39, dBm,
           665333317,Hz,              -60.13, dBm,
           666666650,Hz,              -58.87, dBm,
           667999983,Hz,              -58.69, dBm,
           669333316,Hz,              -59.69, dBm,
           670666649,Hz,              -59.90, dBm,
           671999982,Hz,              -59.87, dBm,
           673333315,Hz,              -46.45, dBm,
           674666648,Hz,              -28.75, dBm,
           675999981,Hz,              -28.67, dBm,
           677333314,Hz,              -28.59, dBm,
           678666647,Hz,              -28.59, dBm,
           679999980,Hz,              -28.64, dBm,
           681333313,Hz,              -28.52, dBm,
           682666646,Hz,              -28.64, dBm,
           683999979,Hz,              -28.61, dBm,
           685333312,Hz,              -28.55, dBm,
           686666645,Hz,              -28.49, dBm,
           687999978,Hz,              -28.49, dBm,
           689333311,Hz,              -28.50, dBm,
           690666644,Hz,              -28.45, dBm,
           691999977,Hz,              -28.46, dBm,
           693333310,Hz,              -28.45, dBm,
           694666643,Hz,              -28.40, dBm,
           695999976,Hz,              -28.36, dBm,
           697333309,Hz,              -28.38, dBm,
           698666642,Hz,              -28.33, dBm,
           699999975,Hz,              -28.32, dBm,
           701333308,Hz,              -28.31, dBm,
           702666641,Hz,              -28.32, dBm,
           703999974,Hz,              -28.30, dBm,
           705333307,Hz,              -28.31, dBm,
           706666640,Hz,              -28.25, dBm,
           707999973,Hz,              -28.25, dBm,
           709333306,Hz,              -28.17, dBm,
           710666639,Hz,              -28.15, dBm,
           711999972,Hz,              -28.12, dBm,
           713333305,Hz,              -28.08, dBm,
           714666638,Hz,              -28.03, dBm,
           715999971,Hz,              -28.01, dBm,
           717333304,Hz,              -27.99, dBm,
           718666637,Hz,              -28.02, dBm,
           719999970,Hz,              -27.91, dBm,
           721333303,Hz,              -27.93, dBm,
           722666636,Hz,              -27.82, dBm,
           723999969,Hz,              -27.82, dBm,
           725333302,Hz,              -27.72, dBm,
           726666635,Hz,              -27.79, dBm,
           727999968,Hz,              -27.64, dBm,
           729333301,Hz,              -27.57, dBm,
           730666634,Hz,              -27.53, dBm,
           731999967,Hz,              -27.43, dBm,
           733333300,Hz,              -27.36, dBm,
           734666633,Hz,              -27.29, dBm,
           735999966,Hz,              -27.17, dBm,
           737333299,Hz,              -27.05, dBm,
           738666632,Hz,              -26.89, dBm,
           739999965,Hz,              -26.92, dBm,
           741333298,Hz,              -26.76, dBm,
           742666631,Hz,              -26.66, dBm,
           743999964,Hz,              -26.58, dBm,
           745333297,Hz,              -26.48, dBm,
           746666630,Hz,              -26.37, dBm,
           747999963,Hz,              -26.32, dBm,
           749333296,Hz,              -26.21, dBm,
           750666629,Hz,              -26.00, dBm,
           751999962,Hz,              -25.95, dBm,
           753333295,Hz,              -25.82, dBm,
           754666628,Hz,              -25.69, dBm,
           755999961,Hz,              -25.56, dBm,
           757333294,Hz,              -25.50, dBm,
           758666627,Hz,              -25.32, dBm,
           759999960,Hz,              -25.25, dBm,
           761333293,Hz,              -25.14, dBm,
           762666626,Hz,              -25.06, dBm,
           763999959,Hz,              -24.95, dBm,
           765333292,Hz,              -24.84, dBm,
           766666625,Hz,              -24.64, dBm,
           767999958,Hz,              -24.66, dBm,
           769333291,Hz,              -24.52, dBm,
           770666624,Hz,              -24.50, dBm,
           771999957,Hz,              -24.33, dBm,
           773333290,Hz,              -24.23, dBm,
           774666623,Hz,              -24.11, dBm,
           775999956,Hz,              -24.07, dBm,
           777333289,Hz,              -23.97, dBm,
           778666622,Hz,              -23.94, dBm,
           779999955,Hz,              -23.79, dBm,
           781333288,Hz,              -23.74, dBm,
           782666621,Hz,              -23.65, dBm,
           783999954,Hz,              -23.63, dBm,
           785333287,Hz,              -23.55, dBm,
           786666620,Hz,              -23.48, dBm,
           787999953,Hz,              -23.45, dBm,
           789333286,Hz,              -23.40, dBm,
           790666619,Hz,              -23.39, dBm,
           791999952,Hz,              -23.31, dBm,
           793333285,Hz,              -23.22, dBm,
           794666618,Hz,              -23.25, dBm,
           795999951,Hz,              -23.22, dBm,
           797333284,Hz,              -23.18, dBm,
           798666617,Hz,              -23.15, dBm,
           799999950,Hz,              -23.11, dBm,
           801333283,Hz,              -23.07, dBm,
           802666616,Hz,              -23.06, dBm,
           803999949,Hz,              -23.02, dBm,
